musica,artista,genero,popularidade,danceability,energy,valence,bpm,loudness,status_hit
1 For The Muchachos,DJ Sneak;Demuir,chicago-house,5,0.791,0.873,0.437,123.999,-7.894,Normal
Love Don't Let Me Down - Primal Auto Soul Mix,Marshall Jefferson;Roy Davis Jr.;Umosia,chicago-house,4,0.74,0.361,0.775,119.993,-22.078,Normal
100% Of Disin' U,Armando,chicago-house,6,0.782,0.946,0.799,129.095,-3.568,Normal
Summer Of Love,Ten City,chicago-house,5,0.655,0.896,0.82,124.019,-4.812,Normal
Lover Never Fails - Original Mix,Cajmere;Russoul,chicago-house,5,0.868,0.412,0.572,124.02,-8.561,Normal
We Are Phuture,Phuture,chicago-house,7,0.74,0.863,0.18,126.731,-10.917,Normal
Turn My Shit Up,Armando,chicago-house,6,0.804,0.747,0.535,131.302,-9.973,Normal
Here We Go,Armando,chicago-house,6,0.918,0.947,0.739,130.388,-7.252,Normal
Thick & Thin,Ten City,chicago-house,5,0.822,0.746,0.589,122.754,-11.951,Normal
Nothing's Changed - Vocal Mix,Ten City,chicago-house,6,0.622,0.741,0.726,118.117,-11.801,Normal
Fantasy Girl - Club Mix,Pierre's Pfantasy Club;J.R.,chicago-house,6,0.749,0.86,0.721,122.83,-11.942,Normal
Get Up Off Me '95 - Dub,Cajmere;Dajae,chicago-house,6,0.839,0.974,0.813,125.006,-6.99,Normal
Don't Take It (Thomos Edit) - Mixed,Armando,chicago-house,5,0.882,0.64,0.536,126.248,-8.138,Normal
You'll Never Know Lonely,Ten City,chicago-house,4,0.808,0.658,0.781,120.958,-10.857,Normal
Work That Mutha Fucker - Gettoblaster & Robert Armani Remix,Steve Poindexter;Gettoblaster;Robert Armani,chicago-house,5,0.812,0.928,0.104,124.983,-7.541,Normal
I Need U '05 - Mark Grant Remix,Cajmere;Dajae;Mark Grant,chicago-house,5,0.779,0.869,0.672,124.007,-6.42,Normal
Farley Knows House,"Farley ""Jackmaster"" Funk",chicago-house,6,0.806,0.914,0.794,117.121,-8.58,Normal
He's All I Need,Joe Smooth,chicago-house,6,0.612,0.739,0.419,127.98,-3.698,Normal
Perfect World,Joe Smooth,chicago-house,5,0.806,0.838,0.89,122.6,-6.7,Normal
Smetimes I Do '02,Cajmere;Walter Phillips,chicago-house,5,0.806,0.815,0.819,125.002,-6.362,Normal
Servants Jaz House,Glenn Underground,chicago-house,33,0.75,0.365,0.323,121.988,-15.05,Normal
Acid Trax,Phuture,chicago-house,26,0.783,0.978,0.509,119.239,-8.736,Normal
Растаман,Mr. Lee,chicago-house,5,0.847,0.398,0.137,122.066,-10.012,Normal
Morning Factory,Chez Damier;Ron Trent,chicago-house,28,0.891,0.511,0.103,123.058,-9.948,Normal
Why I Love You - Main Mix,DJ Sneak,chicago-house,6,0.805,0.908,0.642,125.017,-8.805,Normal
3D Print - Raw Version,DJ Sneak,chicago-house,7,0.738,0.671,0.214,125.024,-8.623,Normal
"Flos Potentia (Sugar, Cotton, Tabacco)",Ron Trent;Khruangbin,chicago-house,37,0.589,0.804,0.925,123.031,-6.105,Normal
Can You Feel It - Kevin Saunderson Remix,Chez Damier;Kevin Saunderson,chicago-house,25,0.621,0.99,0.669,125.983,-6.595,Normal
Say Something,Ten City,chicago-house,7,0.78,0.732,0.706,118.349,-10.069,Normal
That's The Way Love Is - Lee Foss Remix,Ten City;Lee Foss,chicago-house,5,0.672,0.83,0.878,123.016,-8.201,Normal
Ping Pong,Robert Owens;Bernard Badie,chicago-house,4,0.871,0.654,0.568,125.023,-8.836,Normal
Negro Muzic,Glenn Underground,chicago-house,7,0.721,0.555,0.961,124.004,-17.33,Normal
The Way You Make Me Feel,Ten City,chicago-house,6,0.659,0.827,0.409,104.027,-6.586,Normal
ANTS Presents The Mix 2015 Mixtape,DJ Sneak;Tapesh;Los Suruba,chicago-house,5,0.781,0.755,0.379,123.001,-8.189,Normal
Come Together,Ten City,chicago-house,6,0.672,0.85,0.869,115.032,-5.951,Normal
Joy & Pain,Ten City,chicago-house,4,0.708,0.707,0.716,123.102,-8.954,Normal
Livin' Easy,Ten City,chicago-house,4,0.736,0.506,0.441,110.004,-15.73,Normal
Abstracts,Glenn Underground,chicago-house,6,0.808,0.384,0.923,120.006,-14.335,Normal
Deep Down - DJB Dub,Ron Trent;Robert Owens;DJ.B,chicago-house,7,0.807,0.406,0.608,123.01,-8.986,Normal
Come Together - Main Mix,Robert Owens;Groove Assassin,chicago-house,7,0.879,0.871,0.96,125.082,-7.232,Normal
Under You,Ten City,chicago-house,5,0.663,0.57,0.687,103.287,-10.465,Normal
Gospel 1,Glenn Underground,chicago-house,5,0.758,0.867,0.951,111.009,-11.136,Normal
Mental Black Resurrection,Glenn Underground,chicago-house,6,0.796,0.61,0.877,125.521,-11.599,Normal
For The Love Of Money,Glenn Underground,chicago-house,7,0.783,0.61,0.512,120.015,-11.324,Normal
Devotion - Marshall Jefferson Remix,Ten City;Marshall Jefferson,chicago-house,5,0.715,0.825,0.723,123.98,-5.879,Normal
Nights in Berlin,Chez Damier;Sean Ray,chicago-house,5,0.859,0.592,0.393,125.014,-8.29,Normal
Goin' Up In Smoke,Ten City,chicago-house,6,0.764,0.675,0.594,122.958,-7.785,Normal
Morning Fever - Album Edit,Ron Trent,chicago-house,5,0.81,0.483,0.445,115.007,-14.441,Normal
Soul Heights,Glenn Underground,chicago-house,5,0.715,0.686,0.764,120.034,-11.002,Normal
Deep Within,Glenn Underground,chicago-house,5,0.788,0.556,0.821,124.906,-17.265,Normal
Sneak's A Freak,DJ Sneak,chicago-house,4,0.805,0.866,0.54,126.303,-9.129,Normal
Play Play Play,Glenn Underground,chicago-house,6,0.638,0.928,0.824,124.008,-8.684,Normal
H-Dance,Glenn Underground,chicago-house,7,0.696,0.524,0.672,122.015,-16.11,Normal
Devotion - Illyus & Barrientos Remix,Ten City;Illyus & Barrientos,chicago-house,6,0.737,0.73,0.334,123.987,-5.26,Normal
Better Man,Ten City,chicago-house,7,0.686,0.805,0.544,124.038,-6.645,Normal
Who's The Boss,DJ Sneak,chicago-house,4,0.844,0.962,0.31,126.245,-8.688,Normal
Making Love,Ron Trent,chicago-house,6,0.555,0.836,0.488,124.525,-8.404,Normal
Outer Acid,Mr. Fingers,chicago-house,4,0.806,0.936,0.806,117.027,-10.42,Normal
Rock Your Body,Ron Trent,chicago-house,6,0.807,0.68,0.848,115.029,-9.243,Normal
Fantasy (Demo Version),Ten City,chicago-house,7,0.69,0.927,0.911,119.091,-10.0,Normal
Trance O Israel,Glenn Underground,chicago-house,6,0.727,0.679,0.886,124.006,-16.982,Normal
Devotion - DJ Spen & Thommy Davis Remix,Ten City;DJ Spen;Thommy Davis,chicago-house,5,0.686,0.832,0.798,123.995,-5.651,Normal
In Da House Tonight - Emanuel Satie Remix,DJ Sneak;Riva Starr;Emanuel Satie,chicago-house,5,0.807,0.647,0.606,122.982,-10.583,Normal
History,Ron Trent,chicago-house,5,0.77,0.642,0.369,124.073,-10.841,Normal
The Meaning,Chez Damier;Ron Trent,chicago-house,7,0.595,0.77,0.307,119.0,-10.772,Normal
Sphere - Mixed,Ron Trent;Jean-Luc Ponty,chicago-house,7,0.687,0.766,0.584,99.991,-6.059,Normal
Big Medicine - Album Edit,Ron Trent,chicago-house,5,0.755,0.739,0.695,123.451,-11.489,Normal
Cross Roads feat. Tkumah Saedek - Original Mix,Ron Trent,chicago-house,5,0.771,0.838,0.647,124.004,-9.752,Normal
Endless Love (Bonus) - Mixed,Ron Trent,chicago-house,6,0.566,0.684,0.393,173.984,-7.956,Normal
I Never Knew Love - Made In Detroit Mix - Episode 012 For The Love Of House Track,Chez Damier,chicago-house,5,0.76,0.829,0.535,122.97,-7.177,Normal
Music's In Me - Original Mix,Paul Johnson,chicago-house,36,0.742,0.842,0.593,129.825,-7.68,Normal
Dance with Me - Patrick Topping Remix,Paul Johnson;Patrick Topping,chicago-house,31,0.824,0.568,0.68,125.0,-13.099,Normal
Full Moon,Mr. Fingers,chicago-house,30,0.796,0.55,0.643,109.985,-13.184,Normal
Sands of Aruba,Mr. Fingers,chicago-house,37,0.699,0.578,0.555,117.003,-15.418,Normal
Back to Ghetto - Original Mix,Paul Johnson,chicago-house,6,0.784,0.956,0.207,127.379,-9.748,Normal
You Drive Me Crazy - Supernova Remix,Paul Johnson;Zoe Thorn;Supernova,chicago-house,7,0.572,0.874,0.293,124.99,-9.169,Normal
Play with My Bassline,Paul Johnson,chicago-house,5,0.841,0.775,0.897,124.997,-9.455,Normal
Go,Paul Johnson,chicago-house,5,0.833,0.598,0.567,131.209,-10.02,Normal
Let Me See You Butterfly - Them Jeans Remix,Paul Johnson,chicago-house,5,0.81,0.84,0.77,123.994,-6.616,Normal
Let Me See You Butterfly,Paul Johnson,chicago-house,6,0.793,0.905,0.473,132.796,-7.258,Normal
In My System,Chez Damier;Chris Carrier;JEFFK;Nouha Matlouni,chicago-house,5,0.802,0.603,0.636,122.996,-14.025,Normal
Acid Is A Friend Of Mine,Paul Johnson,chicago-house,5,0.802,0.704,0.269,124.844,-10.047,Normal
4 The World,Paul Johnson,chicago-house,5,0.748,0.563,0.848,130.367,-12.641,Normal
Get Get Down - Angel Alanis Mix,Paul Johnson;Angel Alanis,chicago-house,7,0.734,0.811,0.197,130.013,-5.988,Normal
Nasty - Club Edit,Paul Johnson,chicago-house,6,0.668,0.535,0.566,123.01,-10.127,Normal
Let Me See You Buttefly - DJ Deeon Remix,Paul Johnson;DJ Deeon,chicago-house,5,0.796,0.835,0.75,132.991,-6.362,Normal
I Get Lifted 2,Paul Johnson,chicago-house,6,0.777,0.86,0.443,127.445,-10.591,Normal
Get Get Down - Joeski Remix,Paul Johnson;Joeski,chicago-house,5,0.783,0.805,0.36,125.004,-6.894,Normal
Fantasise,Paul Johnson,chicago-house,6,0.697,0.586,0.865,129.431,-13.09,Normal
I Need a Girl,Tyree,chicago-house,5,0.658,0.647,0.418,88.104,-5.901,Normal
Get Get Down - Jeziel Quintela Remix,Paul Johnson;Jeziel Quintela,chicago-house,4,0.79,0.939,0.884,122.99,-5.677,Normal
Nodyahed,Mr. Fingers,chicago-house,5,0.771,0.817,0.474,119.012,-8.984,Normal
Day and Night,Ron Trent,chicago-house,5,0.686,0.744,0.885,124.008,-11.615,Normal
What About This Love? - Extended Version,Mr. Fingers,chicago-house,7,0.692,0.628,0.788,113.036,-11.246,Normal
Get Get Down - Original Mix,Paul Johnson,chicago-house,6,0.906,0.918,0.51,126.953,-8.041,Normal
Back in the Dark - Dub Mix,Jovonn;DJ Deep,chicago-house,7,0.948,0.912,0.759,122.98,-11.146,Normal
Hardcore Hiphouse,Tyree,chicago-house,5,0.829,0.771,0.389,123.625,-9.116,Normal
Saspence,Mr. Fingers,chicago-house,5,0.671,0.717,0.609,119.007,-13.213,Normal
Scenic Route,Glenn Underground,chicago-house,5,0.687,0.639,0.805,123.005,-13.327,Normal
If You Ever Call Me,Paul Johnson,chicago-house,4,0.829,0.721,0.561,128.037,-11.474,Normal
What About This Love,Mr. Fingers,chicago-house,6,0.662,0.828,0.802,112.957,-7.288,Normal
My Little Ebonie,Glenn Underground,chicago-house,7,0.76,0.64,0.504,106.8,-9.455,Normal
Stars,Mr. Fingers,chicago-house,5,0.592,0.785,0.451,117.748,-10.648,Normal
Strumming & Thinking,Glenn Underground,chicago-house,7,0.794,0.495,0.923,124.017,-16.455,Normal
I Want You,Ralphi Rosario,chicago-house,6,0.8,0.866,0.546,126.371,-9.256,Normal
Doo Wap - Samy Handy God of House Gang Remix,Paul Johnson,chicago-house,5,0.857,0.743,0.388,131.01,-4.063,Normal
Looking C$nt,Ralphi Rosario;Aneeta Beat,chicago-house,7,0.835,0.951,0.349,127.008,-5.805,Normal
I'm Strong - Instrumental,Mr. Fingers,chicago-house,6,0.767,0.972,0.893,127.412,-7.847,Normal
Wanna Give It Up - Dr Packer's Légo's Dub Remix,Ralphi Rosario;Linda Clifford;Dr Packer,chicago-house,7,0.804,0.735,0.623,124.016,-5.297,Normal
I Hear The Music - Angelo Ferreri Soulful Mix,Ralphi Rosario;Linda Clifford;Angelo Ferreri,chicago-house,6,0.814,0.751,0.43,123.012,-6.663,Normal
Bring Your Soul Back - Dark Male Mix,Ralphi Rosario;Giangi Cappai,chicago-house,5,0.812,0.921,0.385,124.988,-4.908,Normal
Play That Piano,Ralphi Rosario,chicago-house,5,0.804,0.678,0.741,124.679,-11.94,Normal
You Used to Hold Me - Razor n' Guido Vocal Mix,Ralphi Rosario;Xaviera Gold;Razor-N-Guido,chicago-house,7,0.765,0.637,0.323,129.109,-11.104,Normal
Can You Feel It - Kevin Saunderson Dub Mix,Chez Damier;Kevin Saunderson,chicago-house,6,0.65,0.975,0.435,125.938,-6.992,Normal
Wanna Give It Up - Dr Packer's Légo's Dub Remix,Ralphi Rosario;Linda Clifford;Dr Packer;lego,chicago-house,5,0.842,0.671,0.668,124.005,-5.661,Normal
Crying Over You - Call Super Remix,Mr. Fingers;Call Super,chicago-house,6,0.781,0.545,0.564,110.021,-9.955,Normal
There Is A Time - Glenn's Favourite Mix,Glenn Underground,chicago-house,6,0.796,0.606,0.531,121.895,-14.969,Normal
WARM - Mixed,Ron Trent,chicago-house,5,0.639,0.415,0.531,169.964,-7.337,Normal
Wanna Give It Up - Dr Packer's Légo's Dub Remix,Ralphi Rosario;Linda Clifford;Dr Packer;lego,chicago-house,5,0.842,0.671,0.676,124.005,-5.665,Normal
Close - Derrick Carter Mix,Chez Damier;Derrick Carter,chicago-house,6,0.728,0.797,0.661,128.025,-9.004,Normal
Baby Shark,Pinkfong,children,77,0.829,0.886,0.777,115.056,-1.746,Hit
Wheels on the Bus,CoComelon,children,72,0.941,0.387,0.965,125.021,-11.92,Hit
Johny Johny Yes Papa,LooLoo Kids,children,46,0.597,0.764,0.786,154.98,-6.034,Normal
Baby Shark,CoComelon,children,64,0.779,0.587,0.908,199.956,-8.131,Normal
Twinkle Twinkle Little Star,Super Simple Songs,children,69,0.696,0.227,0.284,87.88,-11.763,Normal
Baa Baa Black Sheep,CoComelon,children,68,0.711,0.396,0.969,199.955,-11.266,Normal
Old MacDonald,CoComelon,children,64,0.704,0.479,0.936,199.841,-12.362,Normal
Five Little Monkeys Jumping on the Bed,CoComelon,children,64,0.959,0.2,0.717,119.925,-12.65,Normal
Happy Birthday Song,CoComelon,children,62,0.866,0.387,0.79,94.976,-11.011,Normal
Baa Baa Black Sheep,CoComelon,children,49,0.711,0.396,0.969,199.955,-11.266,Normal
Head Shoulder Knees and Toes,CoComelon,children,64,0.516,0.351,0.796,159.757,-11.012,Normal
Wheels on the Bus,CoComelon,children,52,0.941,0.387,0.965,125.021,-11.92,Normal
Twinkle Twinkle Little Star,CoComelon,children,67,0.459,0.206,0.354,160.072,-9.694,Normal
Itsy Bitsy Spider,CoComelon,children,67,0.919,0.289,0.866,100.042,-12.244,Normal
Hickory Dickory Dock,CoComelon,children,56,0.851,0.377,0.734,119.963,-11.197,Normal
Yes Yes Vegetables Song,CoComelon,children,59,0.932,0.174,0.935,100.012,-12.107,Normal
Rock-a-Bye Baby,CoComelon,children,66,0.715,0.217,0.509,119.902,-10.499,Normal
The Wheels on the Bus,The Little Sunshine Kids,children,66,0.931,0.413,0.961,96.057,-11.014,Normal
Shake It Off,Kidz Bop Kids,children,0,0.672,0.915,0.93,160.048,-2.467,Normal
She'll Be Coming Round the Mountain,CoComelon,children,63,0.757,0.525,0.97,204.09,-9.651,Normal
Ghostbusters,Kidz Bop Kids,children,1,0.661,0.914,0.788,120.058,-5.207,Normal
Baby Shark (arr. piano) - Lullaby,Pinkfong;Music Lab Collective,children,0,0.481,0.0224,0.273,103.634,-31.026,Normal
Levitating,Kidz Bop Kids,children,1,0.706,0.798,0.812,103.017,-4.733,Normal
Thriller,Kidz Bop Kids,children,0,0.675,0.972,0.756,119.059,-5.397,Normal
Shake It Off,Kidz Bop Kids,children,0,0.672,0.915,0.93,160.048,-2.467,Normal
Monster Mash,Kidz Bop Kids,children,1,0.641,0.808,0.727,136.136,-3.304,Normal
Purple People Eater,Kidz Bop Kids,children,0,0.555,0.859,0.802,158.113,-3.718,Normal
Enemy,Kidz Bop Kids,children,0,0.596,0.694,0.52,154.023,-5.05,Normal
Good 4 U,Kidz Bop Kids,children,0,0.553,0.704,0.809,167.803,-4.866,Normal
I Want Candy,Kidz Bop Kids,children,0,0.733,0.958,0.818,107.031,-3.698,Normal
Last Christmas,Kidz Bop Kids,children,0,0.727,0.812,0.777,105.992,-4.952,Normal
Thunder,Kidz Bop Kids,children,0,0.684,0.83,0.82,167.91,-3.908,Normal
Little Shop Of Horrors,Kidz Bop Kids,children,0,0.616,0.816,0.873,77.968,-6.376,Normal
Todo de Ti,Kidz Bop Kids,children,0,0.803,0.64,0.735,127.951,-4.832,Normal
24K Magic,Kidz Bop Kids,children,0,0.849,0.745,0.674,106.968,-5.975,Normal
The 12 Days Of Christmas,Kidz Bop Kids,children,0,0.634,0.923,0.883,134.856,-4.478,Normal
Blinding Lights,Kidz Bop Kids,children,0,0.606,0.775,0.867,171.011,-5.667,Normal
Levitating,Kidz Bop Kids,children,0,0.706,0.798,0.812,103.017,-4.733,Normal
Thriller,Kidz Bop Kids,children,0,0.675,0.972,0.756,119.059,-5.397,Normal
"Scooby Doo, Where Are You?",Kidz Bop Kids,children,0,0.536,0.971,0.944,136.011,-5.194,Normal
Party Rock Anthem,Kidz Bop Kids,children,0,0.686,0.742,0.447,129.988,-5.077,Normal
Santa Claus Is Coming To Town,Kidz Bop Kids,children,0,0.543,0.933,0.657,145.015,-3.94,Normal
Tacones Rojos,Kidz Bop Kids,children,0,0.7,0.748,0.929,122.95,-5.53,Normal
Ghostbusters,Kidz Bop Kids,children,0,0.661,0.914,0.788,120.058,-5.207,Normal
All I Want For Christmas Is You,Kidz Bop Kids,children,0,0.464,0.906,0.305,149.842,-1.985,Normal
Monster Mash,Kidz Bop Kids,children,0,0.641,0.808,0.727,136.136,-3.304,Normal
Rudolph The Red-Nosed Reindeer,Kidz Bop Kids,children,0,0.65,0.935,0.72,133.027,-4.407,Normal
I Want Candy,Kidz Bop Kids,children,0,0.733,0.958,0.818,107.031,-3.698,Normal
Ding Dong The Witch Is Dead,Kidz Bop Kids,children,0,0.586,0.95,0.817,123.979,-4.373,Normal
"Scooby Doo, Where Are You?",Kidz Bop Kids,children,0,0.536,0.971,0.944,136.011,-5.194,Normal
I Swear,The Minions,children,63,0.572,0.417,0.129,85.259,-8.807,Normal
Bath Song,CoComelon,children,57,0.837,0.306,0.963,190.125,-11.615,Normal
Finger Family,CoComelon,children,61,0.816,0.565,0.965,119.983,-11.555,Normal
BINGO,LooLoo Kids,children,53,0.85,0.849,0.94,100.975,-5.803,Normal
Humpty Dumpty,CoComelon,children,47,0.881,0.453,0.974,115.004,-10.504,Normal
Peek a Boo,CoComelon,children,60,0.864,0.277,0.905,120.011,-11.172,Normal
ABC's Song,Mellodees,children,60,0.682,0.957,0.565,133.991,-1.588,Normal
Itsy Bitsy Spider,CoComelon,children,49,0.919,0.289,0.866,100.042,-12.244,Normal
Old MacDonald,CoComelon,children,48,0.704,0.479,0.936,199.841,-12.362,Normal
Finger Family,CoComelon,children,46,0.816,0.565,0.965,119.983,-11.555,Normal
"One Potato, Two Potatoes",CoComelon,children,45,0.906,0.327,0.966,129.996,-12.624,Normal
"Row, Row, Row Your Boat",CoComelon,children,48,0.523,0.223,0.738,150.097,-11.437,Normal
First Day of School,CoComelon,children,57,0.975,0.243,0.817,120.103,-11.689,Normal
London Bridge Is Falling Down,CoComelon,children,46,0.748,0.507,0.942,149.977,-11.522,Normal
Five Little Monkeys Jumping on the Bed,CoComelon,children,47,0.959,0.2,0.717,119.925,-12.65,Normal
I'm A Little Teapot,Smart Books,children,58,0.964,0.737,0.473,116.044,-5.866,Normal
Rockabye Baby,The Kiboomers,children,50,0.678,0.293,0.152,102.021,-12.756,Normal
Five Little Monkeys,The Hit Crew Kids,children,41,0.935,0.412,0.91,131.993,-7.292,Normal
Rain Rain Go Away,CoComelon,children,60,0.687,0.312,0.849,160.019,-11.89,Normal
Baby Shark,Pinkfong,children,63,0.821,0.865,0.524,115.055,-3.563,Normal
"One, Two, Buckle My Shoe",Mother Goose Club,children,52,0.912,0.573,0.964,99.972,-11.185,Normal
Bingo,CoComelon,children,57,0.732,0.343,0.981,179.959,-13.208,Normal
Itsy Bitsy Spider,Itsy Bitsy Spider Kids,children,59,0.952,0.322,0.983,107.895,-11.807,Normal
The Muffin Man - 2012 Version,The Kiboomers,children,50,0.81,0.561,0.794,70.014,-8.145,Normal
"Lullaby & Goodnight (Brahm's Lullaby, Op. 49)",The Countdown Kids;Auntie Sally,children,32,0.492,0.102,0.292,83.817,-16.676,Normal
Mary Had a Little Lamb,CoComelon,children,60,0.614,0.48,0.633,150.101,-10.024,Normal
The Boo Boo Song,CoComelon,children,55,0.783,0.14,0.603,129.969,-11.918,Normal
The Finger Family (Daddy Finger),Muffin Songs,children,61,0.873,0.575,0.862,112.044,-9.233,Normal
Polly Put the Kettle On,CoComelon,children,61,0.973,0.294,0.973,110.998,-13.072,Normal
Incy Wincy Spider,The Little Sunshine Kids,children,60,0.77,0.268,0.886,92.128,-14.077,Normal
It's Raining It's Pouring,CoComelon,children,60,0.756,0.666,0.964,99.995,-10.257,Normal
The Alphabet Song,Cedarmont Kids,children,47,0.674,0.0867,0.592,100.006,-14.887,Normal
I Am the Music Man,CoComelon,children,61,0.884,0.447,0.979,119.995,-12.783,Normal
5 Little Monkeys,The Little Sunshine Kids,children,65,0.908,0.253,0.962,131.799,-10.474,Normal
"Head, Shoulders, Knees and Toes",The Wiggles,children,60,0.77,0.83,0.98,126.089,-5.472,Normal
Five Little Ducks,Super Simple Songs,children,63,0.956,0.34,0.593,116.006,-10.195,Normal
Three Little Pigs,CoComelon,children,59,0.93,0.319,0.732,130.009,-12.852,Normal
Peppa's Lullaby,Peppa Pig,children,60,0.354,0.149,0.329,183.021,-13.591,Normal
Head Shoulders Knees & Toes Kids Exercise Song,ChuChu TV,children,47,0.935,0.587,0.574,109.973,-8.791,Normal
El Chorrito,Cri-Cri,children,46,0.586,0.231,0.493,52.184,-11.856,Normal
"Twinkle, Twinkle, Little Star",Raffi,children,57,0.728,0.0392,0.484,97.764,-22.703,Normal
Di Porque,Cri-Cri,children,44,0.289,0.247,0.278,93.636,-10.517,Normal
Marcha de las Letras - Remasterizado,Cri-Cri,children,49,0.482,0.418,0.686,108.243,-6.873,Normal
This Is Halloween,The Countdown Kids,children,0,0.644,0.644,0.463,167.418,-5.057,Normal
"Theme from ""The Addams Family""",The Countdown Kids,children,0,0.717,0.673,0.963,60.799,-4.645,Normal
Negrito Bailarín - Remasterizado,Cri-Cri,children,44,0.784,0.301,0.532,86.585,-12.321,Normal
Der kleine Zinnsoldat,Rolf Zuckowski,children,0,0.761,0.475,0.828,95.03,-9.954,Normal
Der kleine Zinnsoldat,Rolf Zuckowski,children,0,0.761,0.475,0.828,95.03,-9.954,Normal
Der kleine Zinnsoldat,Rolf Zuckowski,children,0,0.761,0.475,0.828,95.03,-9.954,Normal
Der kleine Zinnsoldat,Rolf Zuckowski,children,0,0.761,0.475,0.828,95.03,-9.954,Normal
If You're Happy and You Know It,CoComelon,children,56,0.93,0.477,0.967,119.997,-10.455,Normal
Ants Go Marching,CoComelon,children,49,0.943,0.474,0.854,109.992,-7.321,Normal
Skidamarink,CoComelon,children,56,0.591,0.378,0.669,120.082,-9.356,Normal
Humpty Dumpty,CoComelon,children,53,0.881,0.453,0.974,115.004,-10.504,Normal
Abcd Alphabet Song,ChuChu TV,children,39,0.694,0.818,0.791,180.116,-3.959,Normal
The Hokey Pokey,Mother Goose Club,children,54,0.862,0.374,0.924,135.441,-7.295,Normal
This Is the Way,CoComelon,children,49,0.934,0.269,0.965,135.061,-11.631,Normal
Johny Johny Yes Papa,CoComelon,children,44,0.932,0.194,0.942,119.965,-15.76,Normal
Pat a Cake,CoComelon,children,45,0.925,0.587,0.987,120.023,-10.933,Normal
Looby Loo,CoComelon,children,56,0.669,0.383,0.909,134.995,-11.7,Normal
Hot Cross Buns,CoComelon,children,45,0.976,0.502,0.982,109.967,-6.71,Normal
Rain Rain Go Away,CoComelon,children,44,0.687,0.312,0.849,160.019,-11.89,Normal
Ring Around the Rosy,CoComelon,children,44,0.93,0.319,0.467,119.986,-8.117,Normal
